user_id,avg_monthly_spend,data_usage_gb,days_since_last_recharge,signal_strength_score,active_plan,support_tickets_open,churn_risk_score
JAZZ_0834,68.34,40.59,25,0.66,Premium,1,0.56
JAZZ_0835,60.35,32.82,17,0.24,Standard,1,0.66
JAZZ_0836,110.19,6.4,31,0.53,Standard,0,0.46
JAZZ_0837,54.67,16.91,21,0.8,Flexi,1,0.47
JAZZ_0838,76.6,46.4,37,0.37,Premium,1,0.78
JAZZ_0839,81.79,11.23,16,0.38,Standard,1,0.59
JAZZ_0840,19.57,18.61,22,0.1,Standard,0,0.56
JAZZ_0841,84.94,21.6,23,0.26,Flexi,1,0.7
JAZZ_0842,36.14,21.97,7,0.89,Flexi,0,0.11
JAZZ_0843,114.84,30.65,40,0.5,Premium,2,0.96
JAZZ_0844,33.19,47.15,5,0.99,Flexi,1,0.25
JAZZ_0845,59.92,12.03,4,0.46,Premium,0,0.25
JAZZ_0846,26.83,6.08,43,0.74,Standard,1,0.69
JAZZ_0847,118.44,9.87,28,0.35,Premium,2,0.91
JAZZ_0848,68.72,44.35,27,0.43,Premium,0,0.47
JAZZ_0849,78.09,32.29,10,0.27,Premium,0,0.38
JAZZ_0850,24.99,14.3,0,0.41,Standard,0,0.24
JAZZ_0851,93.62,40.8,42,0.59,Flexi,2,0.94
JAZZ_0852,39.35,43.07,18,0.99,Standard,2,0.56
JAZZ_0853,108.5,42.33,8,0.7,Flexi,2,0.59
JAZZ_0854,38.87,45.95,26,0.28,Premium,0,0.52
JAZZ_0855,37.41,12.61,33,0.14,Premium,2,1.04
JAZZ_0856,21.92,37.75,43,0.21,Premium,1,0.9
JAZZ_0857,65.69,23.03,3,0.61,Premium,2,0.58
JAZZ_0858,75.02,42.1,35,0.79,Premium,0,0.4
JAZZ_0859,24.85,36.42,17,0.95,Flexi,1,0.37
JAZZ_0860,96.19,38.82,14,0.11,Flexi,2,0.88
JAZZ_0861,63.81,32.81,12,0.57,Premium,1,0.48
JAZZ_0862,70.95,8.87,18,0.52,Standard,1,0.55
JAZZ_0863,62.55,27.25,5,0.69,Standard,0,0.17
JAZZ_0864,58.53,49.23,11,0.6,Premium,1,0.46
JAZZ_0865,74.49,46.87,36,0.72,Flexi,1,0.63
JAZZ_0866,33.85,2.16,16,0.69,Standard,0,0.27
JAZZ_0867,36.53,8.24,22,0.21,Standard,0,0.51
JAZZ_0868,104.86,6.59,25,0.82,Standard,0,0.29
JAZZ_0869,113.33,36.3,28,0.21,Premium,1,0.76
JAZZ_0870,55.77,40.89,32,0.73,Standard,1,0.59
JAZZ_0871,45.46,10.68,26,0.47,Standard,1,0.64
JAZZ_0872,82.97,25.29,24,0.56,Standard,0,0.39
JAZZ_0873,59.33,42.04,9,0.91,Standard,2,0.52
JAZZ_0874,20.8,36.64,22,0.9,Flexi,1,0.44
JAZZ_0875,33.94,27.11,20,0.84,Premium,2,0.64
JAZZ_0876,90.21,29.52,20,0.56,Premium,0,0.35
JAZZ_0877,84.47,25.42,42,0.76,Flexi,1,0.67
JAZZ_0878,20.97,14.88,12,0.56,Flexi,2,0.68
JAZZ_0879,40.56,28.25,36,0.88,Premium,1,0.57
JAZZ_0880,41.47,34.44,32,0.46,Standard,1,0.7
JAZZ_0881,85.78,43.67,23,0.97,Standard,1,0.42
JAZZ_0882,20.23,31.81,43,0.94,Premium,2,0.81
JAZZ_0883,28.71,38.06,10,0.77,Standard,0,0.18
JAZZ_0884,98.64,8.0,16,0.35,Flexi,1,0.6
JAZZ_0885,36.19,23.08,3,0.22,Standard,0,0.34
JAZZ_0886,83.85,0.47,24,0.87,Standard,0,0.27
JAZZ_0887,42.19,12.33,29,0.25,Standard,2,0.96
JAZZ_0888,28.24,36.32,8,0.87,Premium,2,0.52
JAZZ_0889,42.69,49.59,20,0.54,Flexi,0,0.36
JAZZ_0890,90.84,4.96,19,0.47,Standard,1,0.58
JAZZ_0891,104.25,20.07,18,0.91,Premium,2,0.6
JAZZ_0892,101.69,40.0,18,0.64,Standard,1,0.5
JAZZ_0893,58.17,10.2,11,0.62,Flexi,1,0.45
JAZZ_0894,85.39,27.75,36,0.6,Standard,1,0.68
JAZZ_0895,38.85,36.65,41,0.43,Flexi,0,0.59
JAZZ_0896,47.71,30.8,16,0.81,Standard,1,0.42
JAZZ_0897,108.33,9.4,36,0.33,Flexi,0,0.59
JAZZ_0898,19.56,17.77,38,0.95,Standard,0,0.36
JAZZ_0899,26.84,39.19,27,0.9,Flexi,1,0.48
JAZZ_0900,39.14,27.71,40,0.4,Standard,1,0.8
JAZZ_0901,20.92,0.26,34,0.76,Standard,1,0.6
JAZZ_0902,36.48,38.05,17,0.62,Premium,1,0.5
JAZZ_0903,76.85,1.77,13,0.4,Premium,0,0.36
JAZZ_0904,60.6,37.29,34,0.99,Flexi,1,0.51
JAZZ_0905,107.96,10.12,43,0.12,Standard,1,0.93
JAZZ_0906,100.4,47.9,40,0.33,Flexi,0,0.62
JAZZ_0907,52.6,18.4,6,0.57,Premium,2,0.63
JAZZ_0908,44.32,16.35,40,0.57,Flexi,2,0.93
JAZZ_0909,56.41,7.44,12,0.63,Flexi,0,0.25
JAZZ_0910,77.57,15.28,17,0.78,Premium,2,0.64
JAZZ_0911,45.19,43.83,36,0.66,Standard,0,0.46
JAZZ_0912,80.98,49.82,12,0.64,Flexi,1,0.45
JAZZ_0913,59.4,18.42,35,0.15,Premium,1,0.85
JAZZ_0914,73.73,22.43,30,0.44,Standard,2,0.89
JAZZ_0915,62.08,36.1,1,0.31,Premium,1,0.48
JAZZ_0916,47.84,44.31,15,0.34,Flexi,2,0.8
JAZZ_0917,113.57,29.65,8,0.6,Standard,2,0.63
JAZZ_0918,94.99,19.58,8,0.28,Standard,1,0.56
JAZZ_0919,32.33,20.63,37,0.36,Premium,1,0.78
JAZZ_0920,105.53,34.78,10,0.31,Premium,2,0.76
JAZZ_0921,67.24,0.16,21,0.95,Premium,1,0.41
JAZZ_0922,108.15,30.98,32,0.95,Standard,0,0.3
JAZZ_0923,98.64,17.77,35,0.65,Standard,1,0.65
JAZZ_0924,60.98,39.71,44,0.93,Flexi,1,0.62
JAZZ_0925,20.51,4.65,22,0.81,Standard,0,0.27
JAZZ_0926,45.25,29.41,44,0.63,Flexi,1,0.74
JAZZ_0927,72.68,24.05,44,0.11,Premium,1,0.95
JAZZ_0928,81.91,32.12,33,0.8,Premium,2,0.77
JAZZ_0929,44.17,3.24,8,0.73,Standard,1,0.38
JAZZ_0930,32.26,29.0,23,0.65,Premium,1,0.54
JAZZ_0931,102.16,28.07,7,0.78,Premium,0,0.15
JAZZ_0932,117.18,28.03,6,0.56,Standard,2,0.63
JAZZ_0933,71.08,30.17,35,0.73,Flexi,2,0.82
JAZZ_0934,35.5,33.82,17,0.94,Standard,2,0.58
JAZZ_0935,45.62,40.25,2,0.44,Flexi,1,0.44
JAZZ_0936,20.1,13.49,27,0.74,Standard,2,0.74
JAZZ_0937,110.14,41.25,5,0.53,Standard,0,0.23
JAZZ_0938,30.08,24.91,43,0.71,Premium,2,0.9
JAZZ_0939,76.19,3.85,43,0.79,Standard,0,0.47
JAZZ_0940,45.79,2.93,20,0.14,Standard,2,0.92
JAZZ_0941,73.94,16.71,27,0.68,Flexi,2,0.77
JAZZ_0942,83.72,39.24,39,0.3,Premium,0,0.63
JAZZ_0943,101.64,35.38,0,0.7,Flexi,2,0.52
JAZZ_0944,39.0,39.43,35,0.52,Flexi,2,0.9
JAZZ_0945,19.36,25.86,20,0.8,Premium,2,0.66
JAZZ_0946,32.01,22.01,42,0.21,Premium,1,0.89
JAZZ_0947,108.7,7.37,34,0.66,Premium,0,0.44
JAZZ_0948,106.08,16.41,12,0.35,Standard,2,0.77
JAZZ_0949,78.29,21.7,9,0.87,Premium,0,0.13
JAZZ_0950,78.6,4.43,43,0.94,Premium,0,0.41
JAZZ_0951,85.09,11.03,9,1.0,Premium,0,0.08
JAZZ_0952,35.87,29.91,12,0.82,Flexi,2,0.58
JAZZ_0953,110.15,36.78,36,0.78,Flexi,2,0.81
JAZZ_0954,60.34,49.92,37,0.29,Standard,0,0.61
JAZZ_0955,56.76,46.66,23,0.4,Flexi,1,0.64
JAZZ_0956,70.4,32.13,1,0.52,Standard,0,0.2
JAZZ_0957,22.97,21.06,21,0.8,Flexi,1,0.47
JAZZ_0958,34.96,31.81,16,0.92,Premium,0,0.17
JAZZ_0959,92.42,39.28,35,0.27,Flexi,0,0.6
JAZZ_0960,26.57,5.92,13,0.93,Standard,0,0.14
JAZZ_0961,78.87,20.5,9,0.73,Flexi,2,0.59
JAZZ_0962,42.91,41.99,34,0.65,Premium,1,0.64
JAZZ_0963,57.37,19.19,24,0.28,Standard,1,0.7
JAZZ_0964,47.26,28.59,2,0.15,Premium,0,0.36
JAZZ_0965,54.0,29.39,37,0.61,Premium,2,0.88
JAZZ_0966,90.51,9.22,16,0.69,Standard,2,0.67
JAZZ_0967,48.11,18.11,11,0.29,Premium,1,0.58
JAZZ_0968,75.17,16.73,23,0.6,Premium,2,0.76
JAZZ_0969,66.09,1.31,28,0.87,Flexi,1,0.5
JAZZ_0970,84.95,1.21,42,0.85,Premium,1,0.63
JAZZ_0971,112.4,41.58,24,0.93,Premium,1,0.44
JAZZ_0972,91.87,13.65,35,0.43,Premium,2,0.94
JAZZ_0973,39.85,25.9,25,0.39,Premium,1,0.67
JAZZ_0974,21.38,14.94,37,0.77,Standard,1,0.62
JAZZ_0975,44.61,47.03,0,0.49,Flexi,0,0.2
JAZZ_0976,78.06,12.96,19,0.18,Premium,1,0.7
JAZZ_0977,23.42,21.48,27,0.35,Premium,1,0.7
JAZZ_0978,68.13,43.64,15,0.48,Standard,0,0.34
JAZZ_0979,78.23,42.1,16,0.36,Premium,0,0.4
JAZZ_0980,51.84,9.31,39,0.4,Standard,2,0.99
JAZZ_0981,95.73,40.13,27,0.36,Flexi,1,0.7
JAZZ_0982,28.96,22.91,11,0.14,Flexi,2,0.84
JAZZ_0983,25.8,24.15,26,0.67,Premium,2,0.76
JAZZ_0984,91.43,6.67,41,0.64,Premium,0,0.51
JAZZ_0985,68.05,4.03,29,0.69,Premium,2,0.78
JAZZ_0986,87.43,36.4,40,0.27,Standard,1,0.85
JAZZ_0987,61.95,24.82,33,0.37,Premium,0,0.55
JAZZ_0988,43.01,21.84,36,0.66,Premium,1,0.66
JAZZ_0989,100.57,36.48,5,0.64,Flexi,1,0.39
JAZZ_0990,98.59,38.28,6,0.56,Premium,0,0.23
JAZZ_0991,88.07,7.95,31,0.42,Flexi,1,0.71
JAZZ_0992,45.6,30.51,31,0.92,Premium,0,0.31
JAZZ_0993,77.57,6.77,24,0.41,Flexi,1,0.65
JAZZ_0994,54.53,37.57,32,0.51,Premium,0,0.48
JAZZ_0995,27.45,32.85,6,0.71,Flexi,2,0.57
JAZZ_0996,110.44,47.83,11,0.59,Standard,1,0.46
JAZZ_0997,32.0,3.45,15,0.41,Flexi,0,0.37
JAZZ_0998,113.75,2.85,15,0.49,Flexi,1,0.54
JAZZ_0999,63.07,14.11,42,0.82,Flexi,1,0.65
