user_id,avg_monthly_spend,data_usage_gb,days_since_last_recharge,signal_strength_score,active_plan,support_tickets_open,churn
0531-XBKMM,65.7,11.36,13,0.7143,Premium,0,0
0962-CQPWQ,20.3,0.56,13,0.931,Premium,0,0
2880-FPNAE,74.2,39.12,15,0.9233,Flexi,1,0
9711-FJTBX,85.85,35.96,16,0.745,Standard,0,0
8775-ERLNB,74.3,66.54,19,0.9775,Flexi,0,0
9800-OUIGR,20.0,2.37,18,0.7107,Premium,3,0
0019-GFNTW,45.05,36.28,16,0.7989,Premium,1,0
0096-BXERS,50.35,26.05,19,0.8491,Flexi,2,0
5089-IFSDP,109.45,38.01,16,0.9071,Premium,0,1
8773-HHUOZ,64.7,23.88,17,0.8935,Flexi,1,1
0771-WLCLA,112.95,39.08,14,0.3869,Flexi,1,0
0899-WZRSD,105.35,43.53,16,0.8618,Flexi,0,0
8816-VXNZD,75.1,53.66,10,0.8286,Flexi,1,1
0979-MOZQI,39.0,9.61,17,0.8873,Premium,1,0
8143-ETQTI,19.65,0.66,11,0.3837,Premium,2,0
4329-YPDDQ,108.2,51.51,24,0.5291,Flexi,0,0
3771-PZOBW,90.7,87.14,17,0.9208,Flexi,0,0
0100-DUVFC,104.8,42.17,17,0.738,Standard,2,0
5324-KTGCG,20.85,2.5,19,0.7278,Standard,2,0
7159-FVYPK,69.15,13.78,12,0.6146,Flexi,0,0
5724-BIDBU,55.35,17.62,18,0.797,Standard,1,0
9089-UOWJG,58.35,15.39,13,0.6641,Flexi,1,0
1919-RTPQD,44.75,34.81,18,0.8124,Flexi,1,0
4670-TABXH,109.75,49.15,16,0.8029,Premium,2,0
3030-YZADT,44.95,30.42,10,0.6743,Flexi,2,1
1518-OMDIK,44.55,25.74,15,0.558,Flexi,0,0
5857-TYBCJ,89.2,43.36,12,0.7317,Flexi,0,0
7319-ZNRTR,19.6,2.37,15,0.5647,Standard,1,0
5959-BELXA,96.15,53.83,16,0.4883,Flexi,1,1
7815-PDTHL,20.2,0.92,16,0.7871,Premium,0,0
9992-UJOEL,50.3,30.61,10,0.766,Flexi,1,0
1066-JKSGK,20.15,1.4,14,0.9729,Flexi,0,1
6067-NGCEU,111.05,56.15,9,0.8724,Flexi,1,0
6463-MVYRY,69.85,15.37,25,0.4713,Premium,2,0
8039-EQPIM,60.25,14.53,13,0.8067,Premium,0,0
8901-UPRHR,109.2,59.32,14,0.5384,Premium,1,0
9611-CTWIH,89.45,57.29,13,0.6887,Flexi,1,1
3804-RVTGV,103.85,40.73,10,0.3405,Flexi,0,1
0366-NQSHS,19.35,1.32,15,0.5437,Flexi,1,0
9638-JIQYA,24.9,26.09,18,0.8107,Flexi,0,0
0260-ZDLGK,72.9,24.69,16,0.5603,Flexi,0,1
6784-XYJAE,55.8,13.56,19,0.7087,Standard,0,0
6092-QZVPP,79.2,19.77,18,0.7687,Flexi,1,0
3466-RITXD,92.4,36.99,17,0.7111,Flexi,0,0
6557-BZXLQ,69.65,40.23,16,0.6117,Flexi,1,0
6968-URWQU,56.35,19.73,18,0.5968,Standard,0,0
7901-TBKJX,101.05,53.84,16,0.6613,Flexi,0,0
1716-LSAMB,54.65,21.47,13,0.3896,Premium,0,0
6854-EXGSF,65.5,26.63,16,0.7247,Flexi,0,0
5931-FLJJF,70.1,49.97,13,0.6189,Flexi,1,1
3780-YVMFA,68.55,20.93,16,0.9198,Flexi,0,0
3249-VHRIP,43.6,21.22,15,0.6543,Premium,0,0
9432-VOFYX,70.8,38.39,15,0.7906,Flexi,0,0
1660-HSOOQ,49.65,25.4,10,0.3104,Flexi,0,1
1470-PSXNM,93.65,42.15,13,0.5188,Standard,1,0
6907-FLBER,54.3,22.69,12,0.9457,Flexi,2,0
5451-MHQOF,24.45,3.97,21,0.8886,Standard,0,0
5049-GLYVG,20.6,1.42,16,0.8765,Flexi,0,1
4159-NAAIX,97.45,65.04,13,0.7805,Premium,0,0
3721-CNZHX,19.8,1.08,17,0.8325,Standard,0,0
0784-GTUUK,23.75,2.36,17,0.8863,Standard,1,0
1265-XTECC,96.55,42.38,9,0.6698,Standard,0,1
5351-QESIO,24.2,37.27,16,0.5521,Flexi,1,0
0547-HURJB,21.05,1.86,19,0.6541,Flexi,2,0
2645-QTLMB,94.25,37.4,12,0.7825,Flexi,0,1
6265-SXWBU,95.75,60.03,15,0.8272,Standard,1,0
7096-UCLNH,20.05,2.42,16,0.6855,Flexi,0,0
3976-HXHCE,19.3,0.0,20,0.7604,Premium,1,0
3352-ALMCK,102.65,51.06,15,0.722,Flexi,1,0
9788-YTFGE,19.95,1.92,17,0.7988,Flexi,0,0
3030-ZKIWL,20.05,2.88,12,0.8385,Flexi,1,0
4774-HHGGS,19.05,3.27,16,0.8105,Premium,0,0
6954-OOYZZ,44.35,22.54,12,0.8553,Flexi,0,0
0106-GHRQR,71.4,23.09,16,0.6317,Flexi,2,0
8397-MVTAZ,100.05,25.69,18,0.8193,Flexi,2,1
8788-DOXSU,61.35,13.84,17,0.4573,Standard,0,0
4312-GVYNH,49.85,26.63,19,0.9617,Premium,0,0
7439-DKZTW,80.55,34.67,15,0.6265,Flexi,2,0
1474-JUWSM,68.4,23.78,15,0.6924,Standard,0,0
0277-ORXQS,50.55,5.98,17,0.6732,Premium,0,0
9629-NHXFW,19.4,2.36,14,0.7909,Flexi,1,0
9746-UGFAC,20.85,0.0,15,0.9857,Standard,1,0
3191-CSNMG,80.7,67.52,11,0.3315,Flexi,2,0
9968-FFVVH,68.8,22.32,17,0.494,Standard,1,0
6996-KNSML,74.9,51.53,7,0.4032,Flexi,1,1
0813-TAXXS,77.8,16.44,19,0.5046,Premium,0,0
1236-WFCDV,90.45,54.98,17,0.7416,Flexi,1,1
0504-HHAPI,88.3,17.85,21,0.3294,Flexi,0,1
5566-SOEZD,80.65,19.36,15,0.4706,Standard,1,0
8547-NSBBO,96.75,68.74,15,0.9077,Flexi,1,0
5018-LXQQG,66.3,18.38,11,0.6247,Flexi,1,0
0929-PECLO,89.6,38.06,11,0.8753,Flexi,1,0
5066-GFJMM,19.9,2.0,11,0.898,Flexi,1,0
5171-EPLKN,19.85,2.42,7,0.7381,Premium,2,0
4911-BANWH,86.55,31.58,21,0.6755,Flexi,0,1
0447-RXSGD,99.65,64.33,11,0.7709,Flexi,0,0
3572-UOLYZ,84.8,64.15,19,0.9604,Flexi,1,0
9447-YPTBX,19.85,1.18,16,0.7254,Standard,0,0
4979-HPRFL,24.15,4.33,13,0.8162,Premium,0,0
8277-RVRSV,24.15,1.82,16,0.9407,Standard,1,0
0576-WNXXC,95.55,15.71,10,0.8083,Flexi,0,1
7596-LDUXP,85.15,14.88,23,0.5782,Standard,0,0
6899-PPEEA,96.55,47.99,14,0.3875,Flexi,0,1
4614-NUVZD,81.1,43.05,17,0.5218,Flexi,1,1
1304-SEGFY,97.85,26.56,11,0.8026,Premium,1,0
5299-SJCZT,101.55,38.2,21,0.7808,Flexi,1,1
9348-YVOMK,44.8,31.25,12,0.8357,Flexi,1,0
2956-GGUCQ,78.85,39.87,17,0.8492,Flexi,0,1
1577-HKTFG,19.65,0.72,18,0.8977,Flexi,0,1
5619-PTMIK,53.1,20.58,17,0.8622,Flexi,0,0
6823-SIDFQ,18.25,1.2,18,0.6272,Standard,1,0
7673-BQGKU,20.15,3.61,21,0.6256,Premium,0,0
2516-VQRRV,75.45,58.17,8,0.6882,Flexi,0,1
3325-FUYCG,106.1,33.08,15,0.7559,Standard,1,1
0115-TFERT,111.2,38.13,22,0.4002,Flexi,0,1
4897-QSUYC,20.15,3.04,13,0.7176,Flexi,0,1
4184-TJFAN,88.3,53.71,19,0.8681,Flexi,1,1
8165-CBKXO,56.75,21.23,18,0.7063,Premium,0,0
2085-BOJKI,96.65,68.42,20,0.779,Standard,0,0
0960-HUWBM,104.1,58.74,10,0.5825,Premium,0,0
6537-QLGEX,38.9,24.59,17,0.7238,Flexi,0,0
0621-CXBKL,18.7,0.0,18,0.7015,Premium,1,0
6670-MFRPK,79.2,44.98,12,0.8289,Premium,0,0
6332-FBZRI,69.35,25.03,14,0.33,Standard,0,0
0787-LHDYT,20.6,4.34,20,0.8361,Flexi,0,0
4070-OKWVH,94.6,39.7,19,0.6453,Flexi,1,0
0564-JJHGS,95.5,56.31,10,0.8743,Flexi,0,1
8593-WHYHV,85.3,44.23,17,0.8277,Flexi,0,1
0318-QUUOB,80.55,50.88,14,0.4857,Flexi,1,1
2027-CWDNU,85.6,3.91,12,0.7782,Flexi,0,0
3638-WEABW,59.9,22.36,14,0.767,Premium,0,0
1536-HBSWP,49.9,26.68,12,0.9056,Flexi,0,0
5533-NHFRF,44.4,23.57,14,0.687,Flexi,2,0
4134-BSXLX,60.9,30.65,17,0.9695,Flexi,1,0
7730-IUTDZ,75.2,32.95,11,0.7562,Flexi,0,1
8336-TAVKX,78.45,18.83,15,0.6964,Premium,1,0
0164-APGRB,114.9,16.38,7,0.9175,Premium,1,0
8015-IHCGW,115.5,24.92,18,0.7225,Premium,2,0
4719-UMSIY,19.65,2.95,14,0.9512,Flexi,1,0
1156-ZFYDO,19.75,1.32,20,0.8587,Flexi,0,0
7108-DGVUU,71.7,28.89,14,0.6088,Standard,0,0
0230-UBYPQ,36.1,38.18,14,0.91,Standard,0,0
9970-QBCDA,19.7,0.37,10,0.7225,Flexi,1,0
7503-QQRVF,74.3,70.25,21,0.9233,Flexi,2,1
4558-CGYCZ,19.75,2.81,15,0.8099,Flexi,1,0
2468-SJFLM,74.3,36.86,19,0.6522,Flexi,0,0
8739-WWKDU,89.5,40.26,16,0.6614,Flexi,0,1
5054-IEXZT,75.35,45.95,11,0.8944,Flexi,0,1
6892-EZDTG,91.65,50.03,21,0.7888,Flexi,0,1
2321-OMBXY,80.3,27.63,21,0.7065,Standard,1,1
9190-MFJLN,95.9,59.93,10,0.6387,Flexi,0,1
3259-KNMRR,79.75,12.31,21,0.7784,Premium,0,0
2446-PLQVO,70.3,42.07,7,0.7749,Flexi,0,1
9069-LGEUL,59.95,34.08,19,0.9531,Flexi,0,0
2978-XXSOG,59.05,22.97,15,0.7485,Flexi,0,0
6204-IEUXJ,80.1,66.63,17,0.8089,Flexi,0,1
3943-KDREE,74.95,17.06,9,0.8537,Flexi,0,1
1569-TTNYJ,78.75,42.21,12,0.5919,Flexi,0,1
8111-SLLHI,105.65,68.47,10,0.9651,Flexi,0,1
3926-YZVVX,50.05,24.39,23,0.7599,Standard,1,0
1323-OOEPC,98.4,62.01,11,0.4306,Flexi,2,1
4918-QLLIW,53.4,25.86,13,0.6972,Flexi,0,1
9208-OLGAQ,84.95,54.04,10,0.9809,Flexi,0,0
1293-HHSHJ,21.1,2.64,17,0.6362,Standard,3,0
8380-PEFPE,71.65,27.91,14,0.6768,Flexi,1,1
5380-AFSSK,93.9,80.07,15,0.5569,Flexi,1,1
2040-VZIKE,100.85,48.93,10,0.5778,Flexi,1,0
0426-TIRNE,20.9,2.56,12,0.8105,Flexi,0,1
2230-XTUWL,19.55,2.13,13,0.9078,Premium,0,0
6473-ULUHT,84.9,25.26,24,0.863,Flexi,1,0
6969-MVBAI,90.1,32.74,27,0.3651,Flexi,0,0
2700-LUEVA,20.75,1.97,15,0.8151,Flexi,1,0
1085-LDWAM,20.35,2.02,19,0.9057,Standard,1,0
7407-SUJIZ,20.6,3.08,22,0.5197,Flexi,1,0
3717-OEAUQ,70.7,42.15,10,0.7319,Flexi,1,0
6546-OPBBH,23.95,3.42,16,0.9814,Standard,0,0
5687-DKDTV,20.35,2.55,11,0.531,Flexi,1,1
8080-POTJR,79.3,15.37,11,0.7053,Standard,0,0
2386-LAHRK,53.5,23.61,22,0.763,Flexi,0,1
4690-PKDQG,95.55,38.23,7,0.7812,Flexi,2,0
9640-ZSLDC,60.6,24.19,11,0.6577,Standard,1,0
5876-QMYLD,20.05,1.17,11,0.77,Standard,1,0
5322-ZSMZY,25.75,4.94,13,0.7977,Premium,0,0
3050-RLLXC,81.25,15.55,20,0.4477,Premium,1,0
7634-HLQJR,20.05,4.07,12,0.7503,Premium,0,0
6461-SZMCV,87.95,16.8,17,0.8498,Premium,1,0
8180-AKMJV,44.55,11.55,15,0.4647,Flexi,1,0
7860-UXCRM,74.5,2.98,14,0.6808,Premium,1,0
2656-FMOKZ,74.45,47.14,19,0.8474,Flexi,0,1
8571-ZCMCX,60.0,21.61,14,0.6207,Premium,0,0
0895-DQHEW,104.3,78.44,13,0.7406,Flexi,0,1
7312-XSBAT,49.75,31.29,13,0.6019,Flexi,0,0
5216-WASFJ,84.85,40.8,7,0.6827,Flexi,1,0
0596-BQCEQ,100.15,51.18,15,0.5797,Flexi,1,1
3422-LYEPQ,71.0,13.51,11,0.895,Flexi,0,1
0093-EXYQL,91.55,50.1,15,0.4995,Flexi,0,0
2122-YWVYA,75.4,59.92,30,0.8526,Flexi,0,0
1024-KPRBB,89.1,43.86,16,0.7298,Standard,0,0
7928-VJYAB,90.6,36.94,13,0.3708,Flexi,0,0
8174-LNWMW,20.9,4.6,20,0.8587,Premium,1,0
9851-QXEEQ,104.7,38.12,12,0.6102,Flexi,0,1
3647-GMGDH,94.7,49.09,18,0.6971,Flexi,0,1
9803-FTJCG,66.85,13.0,15,0.6864,Standard,1,0
4277-UDIEF,81.0,13.13,20,0.7346,Flexi,1,0
3859-CVCET,45.65,9.15,21,0.8055,Flexi,0,1
0567-XRHCU,43.95,17.16,20,0.5843,Premium,1,0
0212-ISBBF,50.35,19.41,16,0.7689,Flexi,0,0
8963-MQVYN,20.55,1.68,18,0.7467,Flexi,1,0
7831-QGOXH,85.2,29.49,17,0.7232,Flexi,0,1
9842-EFSYY,57.2,21.43,14,0.8864,Flexi,0,0
5619-XZZKR,19.95,1.98,16,0.6856,Standard,0,0
8155-IBNHG,75.4,27.93,18,0.7677,Flexi,1,1
4237-CLSMM,20.0,4.01,12,0.6928,Flexi,0,0
9777-WJJPR,88.65,63.78,17,0.6249,Flexi,0,0
4390-KYULV,20.55,1.61,18,0.7455,Flexi,1,1
1866-ZSLJM,20.5,2.7,13,0.9643,Flexi,1,0
6908-VVYHM,90.65,66.41,15,0.433,Flexi,0,0
5656-JAMLX,19.85,5.52,15,0.6813,Premium,0,0
1334-PDUKM,86.45,60.0,16,0.8336,Standard,0,0
7483-IQWIB,92.95,41.52,13,0.8303,Flexi,1,0
7017-VFULY,20.1,2.3,8,0.7665,Flexi,1,0
6786-OBWQR,80.85,34.93,16,0.8571,Flexi,1,0
6478-HRRCZ,70.5,29.2,18,0.8266,Standard,1,0
1875-QIVME,104.4,31.21,10,0.7429,Flexi,0,1
2079-FBMZK,69.25,20.03,13,0.5127,Flexi,1,1
7233-PAHHL,84.0,17.79,9,0.8594,Premium,0,0
8414-OOEEL,79.5,24.27,15,0.8018,Premium,0,0
5307-UVGNB,48.7,22.25,16,0.7668,Flexi,0,0
4011-ARPHK,50.35,11.41,14,0.8166,Flexi,1,0
4201-JMNGR,55.8,16.46,9,0.5386,Flexi,0,1
2522-WLNSF,64.2,8.79,10,0.9577,Standard,0,0
1580-BMCMR,87.3,41.77,25,0.6694,Flexi,2,0
4846-WHAFZ,76.5,49.34,10,0.3826,Flexi,1,1
6158-HDPXZ,25.35,18.12,19,0.9175,Flexi,0,0
7964-YESJC,66.3,23.37,15,0.9147,Flexi,1,0
3627-FCRDW,71.0,39.51,23,0.8929,Flexi,0,1
6924-TDGMT,20.55,2.04,18,0.9013,Standard,1,0
3594-UVONA,85.95,32.16,12,0.7308,Standard,1,1
6087-MVHJH,88.45,29.63,17,0.8254,Flexi,2,1
3088-LHEFH,79.0,60.34,17,0.777,Flexi,0,0
0848-ZGQIJ,94.65,55.99,13,0.6592,Flexi,0,0
3726-TBHQT,114.0,18.65,16,0.3141,Premium,0,0
0778-NELLA,34.7,30.62,15,0.342,Flexi,0,1
0616-ATFGB,25.05,21.79,13,0.3172,Flexi,1,1
7079-QRCBC,98.75,38.47,13,0.9154,Flexi,1,1
3404-JNXAX,80.75,62.86,15,0.882,Flexi,0,0
5019-GQVCR,84.85,35.57,19,0.8203,Flexi,0,0
2801-NISEI,54.95,15.94,21,0.5853,Flexi,0,0
2672-TGEFF,88.8,52.86,14,0.9608,Flexi,0,0
7446-KQISO,109.75,57.63,18,0.3948,Premium,1,0
8958-JPTRR,24.3,1.51,15,0.8932,Standard,1,0
2982-VPSGI,94.0,44.18,14,0.8744,Flexi,0,1
0533-UCAAU,71.1,23.43,13,0.6617,Standard,1,0
8313-KTIHG,61.3,18.91,20,0.8825,Flexi,1,0
1963-VAUKV,20.4,2.08,11,0.4441,Flexi,2,1
6916-HIJSE,84.85,19.78,18,0.4878,Premium,1,0
9609-BENEA,69.0,20.71,13,0.8259,Standard,2,0
1585-MQSSU,51.5,11.31,17,0.8851,Flexi,1,1
3162-KKZXO,100.15,59.52,12,0.5605,Standard,0,0
7641-EUYET,100.7,45.05,17,0.5134,Flexi,1,1
2967-MXRAV,18.8,2.97,10,0.8642,Standard,1,0
1848-LBZHY,50.3,23.4,18,0.5645,Flexi,2,0
5168-MQQCA,108.5,34.56,10,0.9276,Standard,0,0
0060-FUALY,94.75,76.82,12,0.5001,Flexi,0,0
3128-YOVTD,79.15,10.19,18,0.8108,Flexi,0,0
0258-NOKBL,90.4,28.88,11,0.8553,Flexi,1,0
9079-YEXQJ,111.1,55.32,18,0.9001,Flexi,2,1
0743-HNPFG,69.75,21.51,13,0.5765,Standard,1,0
5727-MYATE,90.8,27.33,10,0.8447,Premium,0,0
0383-CLDDA,85.35,14.98,18,0.5389,Premium,0,0
1550-EENBN,104.35,30.03,13,0.5244,Flexi,0,0
9809-IMGCQ,96.7,41.31,18,0.4164,Flexi,0,1
8443-ZRDBZ,76.05,41.45,17,0.8437,Flexi,1,1
9207-ZPANB,67.45,41.94,20,0.7958,Standard,1,0
0125-LZQXK,101.35,54.94,14,0.6309,Flexi,1,1
1481-ZUWZA,94.5,72.89,15,0.8945,Flexi,2,1
4702-IOQDC,70.1,41.46,20,0.6399,Flexi,1,1
8580-AECUZ,79.1,56.1,7,0.76,Flexi,0,1
1568-BEKZM,90.05,35.42,10,0.4823,Premium,1,0
1555-HAPSU,23.9,0.84,11,0.6921,Premium,0,0
3606-TWKGI,106.9,48.57,16,0.825,Flexi,2,1
9906-NHHVC,53.5,19.88,14,0.8281,Premium,0,0
4391-LNRXK,94.95,67.98,17,0.688,Flexi,2,0
1530-ZTDOZ,40.65,25.61,12,0.8082,Flexi,0,0
4317-VTEOA,50.75,16.22,17,0.8892,Flexi,2,1
5451-YHYPW,115.75,52.13,16,0.8611,Premium,0,0
7382-DFJTU,55.2,23.0,17,0.8282,Flexi,0,0
1319-YLZJG,84.6,50.81,15,0.4168,Flexi,0,0
7710-JSYOA,93.3,32.5,16,0.767,Premium,1,0
7394-FKDNK,89.45,31.69,17,0.9464,Flexi,1,1
6773-LQTVT,35.65,31.26,13,0.6893,Flexi,2,0
0422-UXFAP,98.85,45.06,16,0.8603,Standard,3,0
0906-QVPMS,115.15,56.21,18,0.5999,Premium,0,0
4332-MUOEZ,94.3,34.06,8,0.8332,Standard,0,0
7734-DBOAI,40.1,20.18,22,0.7612,Flexi,1,1
9068-FHQHD,20.15,3.65,21,0.9703,Premium,1,0
8908-NMQTX,65.6,21.18,19,0.571,Premium,2,0
6333-YDVLT,110.0,27.95,18,0.6001,Standard,1,0
3320-VEOYC,95.6,42.3,12,0.9071,Flexi,0,0
1448-PWKYE,80.0,59.84,15,0.5385,Flexi,3,1
7996-MHXLW,25.15,0.0,15,0.5325,Premium,1,0
3174-RKMOW,109.95,66.15,11,0.6585,Flexi,1,0
2568-BRGYX,70.2,8.81,14,0.916,Flexi,0,1
2996-XAUVF,40.05,14.99,10,0.8579,Premium,0,0
1271-SJBGZ,43.65,19.73,22,0.4683,Flexi,2,1
5372-FBKBN,20.75,0.0,17,0.2906,Flexi,0,0
6646-VRFOL,103.85,36.22,12,0.5574,Flexi,1,1
6308-CQRBU,109.25,34.59,23,0.7864,Premium,0,0
6229-UOLQL,52.0,24.05,9,0.6831,Standard,0,0
4097-YODCF,103.8,43.7,9,0.6977,Standard,0,0
8901-HJXTF,29.2,26.72,11,0.4758,Flexi,1,1
0076-LVEPS,45.0,20.57,15,0.8436,Flexi,0,0
3976-BWUCK,94.1,51.53,18,0.8602,Flexi,0,1
7077-XJMET,74.15,12.48,21,0.8479,Flexi,1,0
3195-TQDZX,20.25,1.38,11,0.8844,Flexi,1,0
5939-XAIXZ,56.1,24.87,17,0.8537,Flexi,0,0
2043-WVTQJ,55.7,28.62,20,0.6292,Flexi,0,0
0380-ZCSBI,20.0,4.46,12,0.647,Flexi,2,0
6258-PVZWJ,90.8,23.5,12,0.3974,Premium,1,0
5227-JSCFE,46.35,32.38,16,0.7532,Premium,1,0
9052-VKDUW,109.4,39.86,16,0.7197,Flexi,0,0
6861-XWTWQ,99.25,24.35,17,0.6828,Flexi,0,1
0604-THJFP,75.95,23.09,13,0.8289,Premium,0,0
6284-AHOOQ,90.5,27.17,4,0.574,Flexi,0,1
2808-CHTDM,25.1,1.97,16,0.4282,Premium,2,0
5480-HPRRX,25.3,16.34,10,0.9536,Flexi,0,1
2612-RRIDN,81.0,40.51,14,0.5243,Flexi,0,1
1626-ERCMM,94.55,39.98,16,0.3433,Flexi,0,1
5294-IMHHT,97.75,72.54,13,0.7553,Standard,1,0
4189-NAKJS,51.55,22.15,17,0.7345,Standard,1,0
0536-ESJEP,74.55,21.97,16,0.7757,Premium,1,0
7143-BQIBA,62.25,19.01,13,0.6514,Flexi,0,0
0871-OPBXW,20.05,1.73,16,0.8647,Flexi,3,0
3370-HXOPH,76.1,67.1,15,0.8074,Flexi,1,0
9743-DQKQW,25.1,20.58,16,0.8006,Flexi,0,0
1702-CCFNJ,61.35,22.03,17,0.6051,Flexi,1,0
1047-RNXZV,19.55,3.62,16,0.5723,Premium,1,0
4652-NNHNY,73.85,37.62,13,0.7577,Flexi,0,1
1035-IPQPU,103.5,27.57,10,0.749,Flexi,0,0
4423-YLHDV,104.4,58.41,18,0.7099,Flexi,0,1
4116-IQRFR,24.1,1.96,14,0.8888,Standard,1,0
1187-WILMM,89.4,13.01,14,0.6477,Premium,0,0
5115-GZDEL,67.2,16.97,8,0.6691,Premium,0,0
6094-ZIVKX,54.45,26.64,12,0.3839,Standard,0,0
3143-JQEGI,88.35,42.35,16,0.9171,Flexi,0,1
6172-FECYY,84.5,52.05,22,0.5441,Flexi,1,1
4176-FXYBO,109.55,49.95,9,0.732,Flexi,1,0
1839-UMACK,25.05,4.51,23,0.8528,Standard,0,0
5915-DGNVC,71.8,10.23,29,0.4292,Standard,1,0
4328-VUFWD,59.3,15.55,22,0.7316,Standard,1,0
1183-CANVH,60.0,22.28,13,0.7357,Standard,0,0
0584-BJQGZ,78.35,28.51,13,0.9004,Flexi,0,0
5183-KLYEM,112.75,36.84,10,0.8209,Premium,0,0
9507-HSMMZ,20.0,0.43,11,0.9735,Premium,2,0
4423-JWZJN,90.25,40.8,18,0.4938,Standard,1,0
8851-RAGOV,71.05,21.57,15,0.7591,Flexi,1,0
2458-EOMRE,64.05,30.75,11,0.5588,Flexi,1,0
4654-GGUII,40.2,15.75,16,0.7805,Standard,0,0
6418-PIQSP,81.0,21.49,14,0.8175,Premium,1,0
7531-GQHME,20.05,2.7,16,0.8714,Flexi,1,0
4818-QIUFN,79.15,44.74,14,0.5468,Flexi,2,1
6736-DHUQI,84.8,54.96,12,0.6635,Standard,0,0
7075-BNDVQ,35.0,19.25,12,0.5219,Flexi,0,0
5555-RNPGT,24.8,2.64,17,0.554,Flexi,0,0
6248-TKCQV,80.6,34.55,14,0.7728,Premium,0,0
3181-MIZBN,19.75,2.6,16,0.6575,Flexi,0,0
9003-CPATH,79.9,46.71,16,0.8238,Flexi,0,0
2737-YNGYW,80.55,45.52,26,0.2383,Flexi,0,1
0023-XUOPT,94.1,26.84,16,0.5335,Flexi,0,1
0489-WMEMG,49.45,28.79,14,0.4717,Standard,0,0
8034-RYTVV,84.25,60.41,17,0.9387,Standard,0,0
2608-BHKFN,70.05,34.89,16,0.5793,Flexi,0,1
1816-FLZDK,29.15,20.94,16,0.6704,Flexi,0,0
1401-FTHFQ,20.0,0.38,19,0.5722,Standard,0,0
3466-BYAVD,69.5,25.35,19,0.6123,Flexi,0,0
5208-HFSBT,55.05,24.47,17,0.7285,Flexi,0,1
3422-WJOYD,54.35,33.23,13,0.7258,Standard,0,0
7206-PQBBZ,70.2,0.0,17,0.6507,Flexi,1,0
8932-CZHRQ,76.75,22.12,15,0.4717,Standard,0,0
2639-UGMAZ,56.45,24.04,17,0.6736,Standard,0,0
9402-ROUMJ,100.25,77.79,13,0.8276,Standard,1,0
9995-HOTOH,59.0,20.63,21,0.5073,Premium,2,0
8782-LKFPK,90.4,25.83,13,0.6267,Flexi,0,0
1000-AJSLD,20.1,3.15,15,0.8073,Flexi,0,1
9253-QXKBE,94.45,30.74,17,0.7208,Flexi,0,1
0744-GKNGE,86.8,55.68,16,0.9725,Flexi,1,0
6518-KZXCB,25.25,2.31,19,0.6564,Premium,0,0
4250-WAROZ,93.25,23.81,17,0.745,Flexi,1,0
6728-WYQBC,20.95,5.34,10,0.9441,Flexi,0,0
5834-ASPWA,75.45,16.62,16,0.9321,Flexi,0,1
3059-NGMXB,69.2,35.27,14,0.8664,Flexi,0,0
2249-YPRNG,105.85,44.67,23,0.9087,Flexi,0,1
6845-RGTYS,98.75,75.9,19,0.7083,Flexi,0,1
6729-FZWSY,19.45,0.48,16,0.831,Standard,2,0
4813-HQMGZ,90.25,36.63,10,0.7978,Flexi,0,0
3472-OAOOR,34.95,7.9,15,0.6036,Flexi,0,0
7245-JMTTQ,111.5,49.15,10,0.5972,Standard,1,0
5135-RDDQL,50.65,30.58,25,0.7405,Premium,1,0
5176-LMJXE,20.55,3.54,11,0.7029,Premium,0,0
4881-GQJTW,19.6,3.45,13,0.8989,Flexi,0,0
3999-WRNGR,49.75,27.93,9,0.7072,Flexi,0,0
3315-IKYZQ,50.8,36.26,13,0.4999,Standard,2,0
2000-MPKCA,107.75,25.98,14,0.9121,Standard,2,0
2171-UDMFD,19.45,1.78,18,0.7215,Flexi,0,0
6015-VVHHE,83.15,44.8,19,0.5965,Flexi,2,1
9173-IVZVP,20.9,1.69,21,0.9049,Premium,0,0
2968-SSGAA,100.6,46.24,12,0.644,Flexi,1,1
4160-AMJTL,19.65,2.67,17,0.7391,Flexi,0,1
5013-SBUIH,109.65,59.51,23,0.4126,Premium,0,1
4701-AHWMW,54.55,21.76,16,0.3968,Flexi,0,1
3736-BLEPA,91.25,29.84,17,0.9068,Standard,0,0
2223-KAGMX,19.4,5.62,7,0.5794,Flexi,0,1
9334-GWGOW,74.85,14.53,14,0.8575,Flexi,0,0
0168-XZKBB,86.85,67.83,9,0.7006,Flexi,1,0
2878-DHMIN,19.9,1.65,15,0.6533,Standard,0,0
8006-PYCSW,20.1,2.93,14,0.927,Flexi,0,0
5799-JRCZO,19.5,2.51,15,0.5209,Premium,0,0
6230-BSUXY,85.0,52.97,12,0.5197,Flexi,1,1
0181-RITDD,108.15,46.05,11,0.7934,Premium,0,0
0704-VCUMB,20.25,0.0,13,0.7677,Premium,0,0
7508-KBIMB,56.25,21.21,13,0.9217,Standard,2,0
2351-BKRZW,75.2,35.78,7,0.5944,Premium,1,0
3585-YNADK,74.6,25.31,9,0.8114,Standard,1,0
4872-VXRIL,64.65,16.12,19,0.6247,Standard,0,0
5222-JCXZT,19.0,1.74,20,0.3263,Flexi,0,0
7718-RXDGG,68.6,43.37,11,0.4392,Flexi,0,0
9483-GCPWE,20.1,2.83,17,0.9087,Standard,0,0
4220-TINQT,106.35,64.64,13,0.7357,Flexi,0,0
